,LoanOriginalAmount,IncomeRange,IsBorrowerHomeOwner
10369,5000,"$25,000-49,999",TRUE
10370,15000,"$50,000-74,999",FALSE
10371,23000,"$75,000-99,999",TRUE
10372,7500,"$25,000-49,999",FALSE
10373,3000,"$25,000-49,999",FALSE
10374,4000,"$25,000-49,999",TRUE
10375,20000,"$100,000+",TRUE
10376,15000,"$25,000-49,999",TRUE
10377,3000,"$1-24,999",FALSE
10379,5000,"$25,000-49,999",FALSE
10380,25000,"$50,000-74,999",FALSE
10381,3000,"$25,000-49,999",TRUE
10382,15000,"$75,000-99,999",TRUE
10383,20000,"$50,000-74,999",FALSE
10384,9300,"$25,000-49,999",FALSE
10385,8000,"$25,000-49,999",FALSE
10386,15000,"$50,000-74,999",FALSE
10387,15000,"$50,000-74,999",TRUE
10388,20000,"$50,000-74,999",FALSE
10389,5000,"$25,000-49,999",FALSE
10390,3000,"$50,000-74,999",FALSE
10391,20000,"$75,000-99,999",TRUE
10392,15000,"$50,000-74,999",TRUE
10393,4000,"$25,000-49,999",TRUE
10394,2000,"$25,000-49,999",FALSE
10395,4000,"$75,000-99,999",FALSE
10396,15000,"$75,000-99,999",FALSE
10397,13000,"$100,000+",TRUE
10398,6800,"$25,000-49,999",TRUE
10399,4000,"$50,000-74,999",TRUE
10400,9000,"$50,000-74,999",TRUE
10401,4000,"$75,000-99,999",FALSE
10402,4000,"$75,000-99,999",FALSE
10403,3000,"$50,000-74,999",FALSE
10404,4000,"$1-24,999",TRUE
10406,25000,"$100,000+",TRUE
10407,6000,"$50,000-74,999",TRUE
10408,10000,"$50,000-74,999",FALSE
10409,4000,"$100,000+",TRUE
10410,25000,"$100,000+",FALSE
10411,5000,"$50,000-74,999",FALSE
10412,4000,"$50,000-74,999",FALSE
10413,2000,"$50,000-74,999",TRUE
10414,15000,"$50,000-74,999",FALSE
10415,12000,"$75,000-99,999",TRUE
10416,10000,"$50,000-74,999",FALSE
10417,16250,"$50,000-74,999",TRUE
10418,15000,"$50,000-74,999",FALSE
10419,2000,"$50,000-74,999",TRUE
10420,12000,"$50,000-74,999",TRUE
10421,4000,"$50,000-74,999",TRUE
10422,21000,"$50,000-74,999",FALSE
10423,11000,"$25,000-49,999",TRUE
10424,10000,"$100,000+",TRUE
10425,4500,"$100,000+",TRUE
10426,4000,"$25,000-49,999",FALSE
10427,2000,"$25,000-49,999",TRUE
10428,8080,"$50,000-74,999",FALSE
10430,15000,"$100,000+",TRUE
10431,3000,"$50,000-74,999",FALSE
10434,7000,"$50,000-74,999",FALSE
10435,20000,"$100,000+",TRUE
10436,6750,"$50,000-74,999",TRUE
10437,4000,"$25,000-49,999",FALSE
10438,4000,"$25,000-49,999",FALSE
10439,3000,"$25,000-49,999",TRUE
10440,5000,"$50,000-74,999",FALSE
10441,13000,"$50,000-74,999",FALSE
10442,5000,"$100,000+",TRUE
10443,15000,"$100,000+",TRUE
10444,10000,"$25,000-49,999",FALSE
10445,4000,"$25,000-49,999",FALSE
10446,4000,"$50,000-74,999",TRUE
10447,25000,"$75,000-99,999",FALSE
10448,10000,"$100,000+",TRUE
10449,4000,"$25,000-49,999",FALSE
10451,5500,"$50,000-74,999",TRUE
10452,10000,"$100,000+",TRUE
10454,15000,"$75,000-99,999",FALSE
10455,3000,"$25,000-49,999",TRUE
10456,8500,"$25,000-49,999",FALSE
10457,4000,"$50,000-74,999",FALSE
10458,4000,"$100,000+",FALSE
10459,2500,"$50,000-74,999",FALSE
10460,15000,"$50,000-74,999",TRUE
10461,2000,"$75,000-99,999",TRUE
10462,8500,"$75,000-99,999",TRUE
10463,4300,"$25,000-49,999",FALSE
10465,20000,"$75,000-99,999",TRUE
10466,10000,"$25,000-49,999",TRUE
10467,9000,"$1-24,999",FALSE
10468,3000,"$75,000-99,999",TRUE
10469,3500,"$1-24,999",FALSE
10470,7500,"$100,000+",FALSE
10471,25000,"$100,000+",TRUE
10472,3000,"$50,000-74,999",FALSE
10473,17000,"$100,000+",FALSE
10474,8500,"$75,000-99,999",TRUE
10475,2000,"$25,000-49,999",FALSE
10476,4250,"$100,000+",TRUE
10477,10000,"$100,000+",FALSE
10478,10000,"$100,000+",FALSE
10480,9000,"$50,000-74,999",TRUE
10481,5000,"$50,000-74,999",TRUE
10482,3200,"$25,000-49,999",TRUE
10483,4500,"$100,000+",TRUE
10484,4000,"$25,000-49,999",TRUE
10485,4000,"$75,000-99,999",TRUE
10486,4000,"$25,000-49,999",FALSE
10487,8500,"$75,000-99,999",TRUE
10488,15000,"$75,000-99,999",TRUE
10489,3000,"$25,000-49,999",FALSE
10490,15000,"$50,000-74,999",TRUE
10491,10500,"$50,000-74,999",TRUE
10492,3000,"$100,000+",TRUE
10493,15000,"$50,000-74,999",TRUE
10494,4000,"$50,000-74,999",TRUE
10497,9000,"$25,000-49,999",FALSE
10498,3000,"$100,000+",TRUE
10499,4000,"$1-24,999",FALSE
10500,20000,"$100,000+",TRUE
10501,10000,"$25,000-49,999",FALSE
10502,3000,"$25,000-49,999",FALSE
10503,4000,"$50,000-74,999",FALSE
10504,2000,"$75,000-99,999",TRUE
10506,2000,"$25,000-49,999",FALSE
10507,3450,"$25,000-49,999",FALSE
10509,13000,"$75,000-99,999",TRUE
10510,10000,"$50,000-74,999",TRUE
10511,3000,"$25,000-49,999",FALSE
10512,15000,"$50,000-74,999",TRUE
10513,11000,"$50,000-74,999",TRUE
10514,6100,"$50,000-74,999",FALSE
10515,10000,"$1-24,999",FALSE
10516,18700,"$75,000-99,999",TRUE
10517,2000,"$25,000-49,999",FALSE
10518,12000,"$25,000-49,999",TRUE
10519,15000,"$100,000+",FALSE
10520,7000,"$75,000-99,999",FALSE
10521,3000,"$25,000-49,999",TRUE
10522,20000,"$50,000-74,999",FALSE
10523,15000,"$50,000-74,999",FALSE
10524,6500,"$100,000+",TRUE
10525,25000,"$100,000+",FALSE
10526,3500,"$50,000-74,999",TRUE
10527,5000,"$1-24,999",FALSE
10528,7000,"$50,000-74,999",TRUE
10529,6000,"$25,000-49,999",FALSE
10530,4000,"$50,000-74,999",TRUE
10531,4000,"$25,000-49,999",TRUE
10532,1500,"$100,000+",TRUE
10533,2500,"$25,000-49,999",FALSE
10535,15000,"$100,000+",TRUE
10537,6000,"$50,000-74,999",TRUE
10538,8000,"$50,000-74,999",FALSE
10539,12000,"$50,000-74,999",FALSE
10540,4000,"$25,000-49,999",FALSE
10541,6500,"$25,000-49,999",FALSE
10542,3000,"$25,000-49,999",FALSE
10543,4000,"$25,000-49,999",FALSE
10544,4000,"$25,000-49,999",FALSE
10545,6000,"$25,000-49,999",FALSE
10546,3200,"$25,000-49,999",FALSE
10547,4000,"$75,000-99,999",TRUE
10548,5050,"$25,000-49,999",FALSE
10549,3500,"$100,000+",TRUE
10550,10000,"$50,000-74,999",TRUE
10551,2000,"$75,000-99,999",TRUE
10552,2000,"$75,000-99,999",TRUE
10553,4500,"$75,000-99,999",FALSE
10554,11000,"$25,000-49,999",FALSE
10555,35000,"$100,000+",TRUE
10556,25000,"$75,000-99,999",TRUE
10557,4000,"$50,000-74,999",TRUE
10558,8750,"$50,000-74,999",TRUE
10559,10000,"$25,000-49,999",TRUE
10560,4000,"$25,000-49,999",TRUE
10562,14000,"$100,000+",TRUE
10563,20000,"$75,000-99,999",FALSE
10564,4000,"$25,000-49,999",TRUE
10565,2000,"$25,000-49,999",TRUE
10566,25000,$0,FALSE
10567,1550,"$1-24,999",TRUE
10568,1000,"$1-24,999",TRUE
10569,5000,"$25,000-49,999",FALSE
10570,2000,"$25,000-49,999",TRUE
10571,20000,"$100,000+",FALSE
10572,4000,"$50,000-74,999",FALSE
10573,5000,"$1-24,999",FALSE
10574,4500,"$1-24,999",FALSE
10575,6250,"$50,000-74,999",TRUE
10576,15000,"$25,000-49,999",TRUE
10577,10000,"$25,000-49,999",TRUE
10578,1500,"$1-24,999",FALSE
10579,15000,"$75,000-99,999",TRUE
10580,12000,"$100,000+",TRUE
10581,2000,"$50,000-74,999",FALSE
10582,20000,"$25,000-49,999",FALSE
10583,10000,"$50,000-74,999",TRUE
10584,2500,"$25,000-49,999",FALSE
10585,25000,"$100,000+",TRUE
10586,10000,"$50,000-74,999",FALSE
10587,20000,"$50,000-74,999",FALSE
10588,6001,"$50,000-74,999",TRUE
10589,11000,"$50,000-74,999",TRUE
10590,2500,"$25,000-49,999",TRUE
10591,15000,"$100,000+",TRUE
10593,10000,"$100,000+",TRUE
10594,2000,"$100,000+",TRUE
10595,15000,"$50,000-74,999",TRUE
10596,12500,"$100,000+",TRUE
10597,2000,"$50,000-74,999",TRUE
10598,5500,"$50,000-74,999",TRUE
10599,2000,"$75,000-99,999",TRUE
10600,5000,"$100,000+",FALSE
10601,4000,"$25,000-49,999",FALSE
10602,21000,"$100,000+",TRUE
10604,13000,"$50,000-74,999",TRUE
10605,15000,"$50,000-74,999",TRUE
10606,1000,"$1-24,999",FALSE
10607,5000,"$100,000+",FALSE
10608,10000,"$25,000-49,999",FALSE
10609,7000,"$50,000-74,999",FALSE
10610,2500,"$50,000-74,999",TRUE
10611,5000,"$25,000-49,999",TRUE
10612,13000,"$50,000-74,999",TRUE
10613,11050,"$25,000-49,999",TRUE
10614,25000,"$75,000-99,999",TRUE
10615,6000,"$50,000-74,999",FALSE
10616,2500,"$1-24,999",TRUE
10617,8000,"$75,000-99,999",FALSE
10618,30000,"$100,000+",TRUE
10619,9999,"$25,000-49,999",TRUE
10620,20000,"$100,000+",TRUE
10621,17500,"$50,000-74,999",TRUE
10622,14000,"$75,000-99,999",TRUE
10623,15000,"$25,000-49,999",TRUE
10624,4000,"$1-24,999",FALSE
10625,10000,"$25,000-49,999",FALSE
10626,1000,"$25,000-49,999",FALSE
10627,13000,"$50,000-74,999",TRUE
10628,15000,"$100,000+",FALSE
10629,7500,"$25,000-49,999",TRUE
10630,12000,"$50,000-74,999",FALSE
10631,1400,"$25,000-49,999",FALSE
10632,5000,"$50,000-74,999",FALSE
10634,15000,"$50,000-74,999",FALSE
10635,12500,"$100,000+",TRUE
10636,6500,"$50,000-74,999",TRUE
10637,1200,"$75,000-99,999",FALSE
10638,18000,"$75,000-99,999",TRUE
10639,15000,"$50,000-74,999",FALSE
10640,10000,"$25,000-49,999",TRUE
10641,4300,"$25,000-49,999",FALSE
10642,4000,"$1-24,999",FALSE
10643,3500,"$25,000-49,999",FALSE
10644,10000,"$25,000-49,999",FALSE
10645,5000,"$25,000-49,999",FALSE
10646,10000,"$25,000-49,999",TRUE
10647,9000,"$25,000-49,999",TRUE
10648,10500,"$75,000-99,999",FALSE
10649,4000,"$50,000-74,999",FALSE
10650,6000,"$25,000-49,999",FALSE
10651,8500,"$25,000-49,999",TRUE
10652,25000,"$100,000+",TRUE
10653,7500,"$50,000-74,999",TRUE
10654,13000,"$25,000-49,999",FALSE
10655,3400,"$50,000-74,999",TRUE
10656,10000,"$25,000-49,999",FALSE
10657,15000,"$50,000-74,999",TRUE
10658,2000,"$25,000-49,999",TRUE
10659,4000,"$75,000-99,999",FALSE
10660,10400,"$50,000-74,999",FALSE
10661,4000,"$50,000-74,999",FALSE
10662,13000,"$50,000-74,999",TRUE
10663,4000,"$100,000+",FALSE
10664,10000,"$50,000-74,999",TRUE
10665,10000,"$25,000-49,999",FALSE
10666,10000,"$25,000-49,999",TRUE
10667,1200,"$50,000-74,999",FALSE
10668,15000,"$75,000-99,999",TRUE
10669,4000,"$25,000-49,999",TRUE
10671,12000,"$50,000-74,999",TRUE
10672,10000,"$25,000-49,999",TRUE
10673,10000,"$50,000-74,999",FALSE
10674,4400,"$25,000-49,999",FALSE
10675,15000,"$50,000-74,999",FALSE
10676,13000,"$75,000-99,999",TRUE
10677,10000,"$75,000-99,999",TRUE
10678,3000,"$100,000+",FALSE
10679,6000,"$25,000-49,999",FALSE
10680,4000,"$50,000-74,999",TRUE
10681,10000,"$25,000-49,999",TRUE
10682,10000,"$75,000-99,999",FALSE
10683,10000,"$25,000-49,999",TRUE
10684,10000,"$25,000-49,999",TRUE
10685,10000,"$50,000-74,999",FALSE
10686,10000,"$75,000-99,999",TRUE
10687,4000,"$50,000-74,999",TRUE
10688,8000,"$50,000-74,999",TRUE
10689,8000,"$50,000-74,999",TRUE
10690,2000,"$25,000-49,999",TRUE
10691,4500,"$1-24,999",FALSE
10692,6000,"$75,000-99,999",TRUE
10693,15000,"$50,000-74,999",TRUE
10694,15000,"$100,000+",TRUE
10695,2000,"$1-24,999",FALSE
10696,15000,"$75,000-99,999",FALSE
10697,4000,"$50,000-74,999",TRUE
10698,3000,$0,FALSE
10699,18000,"$100,000+",TRUE
10700,5000,"$100,000+",TRUE
10701,4000,"$25,000-49,999",TRUE
10702,4000,"$25,000-49,999",FALSE
10703,4000,"$1-24,999",FALSE
10704,4000,"$100,000+",TRUE
10705,4000,"$50,000-74,999",TRUE
10706,10000,"$50,000-74,999",FALSE
10707,5500,"$50,000-74,999",FALSE
10708,2000,"$25,000-49,999",FALSE
10709,9000,"$50,000-74,999",TRUE
10710,2500,"$25,000-49,999",FALSE
10711,20000,"$50,000-74,999",TRUE
10713,5500,"$75,000-99,999",TRUE
10714,4000,"$100,000+",FALSE
10715,8500,"$50,000-74,999",TRUE
10716,2000,"$50,000-74,999",FALSE
10717,9800,"$75,000-99,999",TRUE
10718,4000,"$25,000-49,999",TRUE
10719,15000,"$50,000-74,999",TRUE
10720,3000,"$25,000-49,999",FALSE
10721,25000,"$100,000+",TRUE
10722,11000,"$50,000-74,999",FALSE
10723,10000,"$25,000-49,999",FALSE
10724,2025,"$25,000-49,999",FALSE
10725,7000,"$75,000-99,999",TRUE
10727,1000,"$1-24,999",FALSE
10728,12000,"$100,000+",TRUE
10729,10000,"$50,000-74,999",TRUE
10730,20000,"$75,000-99,999",TRUE
10731,8000,"$75,000-99,999",FALSE
10732,15000,"$50,000-74,999",TRUE
10733,4500,"$50,000-74,999",TRUE
10734,12000,"$75,000-99,999",FALSE
10735,15000,"$75,000-99,999",TRUE
10736,2400,"$50,000-74,999",TRUE
10737,4000,"$25,000-49,999",FALSE
10738,9000,"$25,000-49,999",FALSE
10739,1000,"$1-24,999",FALSE
10740,20000,"$50,000-74,999",FALSE
10741,4000,"$50,000-74,999",TRUE
10743,12000,"$50,000-74,999",FALSE
10744,1200,"$25,000-49,999",TRUE
10745,4000,"$75,000-99,999",FALSE
10746,4000,"$25,000-49,999",FALSE
10747,4000,"$25,000-49,999",TRUE
10748,3000,"$25,000-49,999",FALSE
10749,6521,"$25,000-49,999",FALSE
10750,4000,"$25,000-49,999",FALSE
10751,1500,"$25,000-49,999",FALSE
10752,9500,"$25,000-49,999",FALSE
10753,1500,"$50,000-74,999",TRUE
10754,15000,"$50,000-74,999",FALSE
10755,12000,"$100,000+",TRUE
10756,5000,"$25,000-49,999",FALSE
10758,6000,"$50,000-74,999",TRUE
10759,4000,"$1-24,999",TRUE
10761,6000,"$50,000-74,999",TRUE
10762,11000,"$50,000-74,999",FALSE
10763,1500,"$75,000-99,999",TRUE
10764,10000,"$50,000-74,999",TRUE
10765,10000,"$75,000-99,999",TRUE
10766,5000,"$50,000-74,999",FALSE
10767,15000,"$100,000+",TRUE
10768,5000,"$25,000-49,999",FALSE
10770,15000,"$100,000+",FALSE
10771,14388,"$50,000-74,999",TRUE
10773,2000,"$50,000-74,999",FALSE
10774,1300,"$25,000-49,999",TRUE
10775,2500,"$75,000-99,999",TRUE
10776,10000,"$50,000-74,999",TRUE
10777,4000,"$25,000-49,999",TRUE
10778,4000,"$1-24,999",TRUE
10779,15000,"$25,000-49,999",FALSE
10780,6000,"$25,000-49,999",FALSE
10781,6500,"$25,000-49,999",TRUE
10782,2500,"$75,000-99,999",FALSE
10783,2500,"$1-24,999",TRUE
10784,24000,"$100,000+",TRUE
10785,14000,"$50,000-74,999",TRUE
10787,3000,"$50,000-74,999",FALSE
10788,5000,"$50,000-74,999",TRUE
10789,15000,"$50,000-74,999",TRUE
10790,1850,"$25,000-49,999",FALSE
10791,3549,"$1-24,999",FALSE
10792,5000,"$50,000-74,999",FALSE
10793,4000,"$100,000+",TRUE
10794,35000,"$100,000+",FALSE
10795,10000,"$25,000-49,999",FALSE
10796,9500,"$50,000-74,999",TRUE
10797,2000,"$100,000+",TRUE
10798,10000,"$25,000-49,999",FALSE
10799,9000,"$75,000-99,999",TRUE
10800,10000,"$75,000-99,999",TRUE
10801,2000,"$25,000-49,999",TRUE
10802,4000,"$100,000+",FALSE
10803,10000,"$75,000-99,999",FALSE
10804,25000,"$100,000+",TRUE
10805,10000,"$50,000-74,999",FALSE
10806,4000,"$25,000-49,999",FALSE
10807,5000,"$25,000-49,999",TRUE
10809,2500,"$50,000-74,999",FALSE
10810,4000,"$25,000-49,999",FALSE
10811,15000,"$50,000-74,999",TRUE
10812,4000,"$1-24,999",FALSE
10813,15000,"$50,000-74,999",TRUE
10815,14500,"$25,000-49,999",TRUE
10816,10000,"$25,000-49,999",FALSE
10817,15000,"$75,000-99,999",TRUE
10818,4000,"$50,000-74,999",TRUE
10819,4000,"$25,000-49,999",FALSE
10820,25000,"$100,000+",TRUE
10821,5000,"$100,000+",TRUE
10822,5000,"$75,000-99,999",TRUE
10823,1500,"$50,000-74,999",TRUE
10824,10000,"$25,000-49,999",FALSE
10826,34000,"$100,000+",TRUE
10827,10000,"$25,000-49,999",FALSE
10828,20000,"$50,000-74,999",TRUE
10829,4000,"$75,000-99,999",TRUE
10830,2000,"$50,000-74,999",TRUE
10831,2000,"$75,000-99,999",TRUE
10832,13000,"$100,000+",TRUE
10833,4800,"$75,000-99,999",FALSE
10836,4000,"$75,000-99,999",TRUE
10837,4000,"$25,000-49,999",TRUE
10838,15000,"$100,000+",TRUE
10839,20000,"$50,000-74,999",TRUE
10840,3000,"$50,000-74,999",FALSE
10841,15000,"$75,000-99,999",TRUE
10842,7000,"$100,000+",TRUE
10843,4000,"$50,000-74,999",TRUE
10844,5000,"$50,000-74,999",FALSE
10845,7000,"$25,000-49,999",TRUE
10847,2500,"$25,000-49,999",FALSE
10848,10000,"$1-24,999",TRUE
10849,6000,"$1-24,999",FALSE
10850,2000,"$25,000-49,999",FALSE
10851,11000,"$50,000-74,999",TRUE
10852,15000,"$75,000-99,999",TRUE
10853,3000,"$25,000-49,999",TRUE
10854,20000,"$75,000-99,999",TRUE
10855,2500,"$75,000-99,999",TRUE
10856,5000,"$1-24,999",FALSE
10857,10000,"$25,000-49,999",TRUE
10859,10000,"$25,000-49,999",FALSE
10860,15000,"$75,000-99,999",FALSE
10861,20000,"$100,000+",TRUE
10863,4000,"$100,000+",FALSE
10864,25000,"$100,000+",TRUE
10865,4000,"$25,000-49,999",FALSE
10866,6000,"$25,000-49,999",FALSE
10867,13000,"$100,000+",TRUE
10868,7500,"$100,000+",TRUE
10869,6500,"$100,000+",FALSE
10870,4000,"$25,000-49,999",FALSE
10871,10000,"$25,000-49,999",FALSE
10872,1500,"$50,000-74,999",TRUE
10873,1500,"$75,000-99,999",FALSE
10874,4000,"$25,000-49,999",FALSE
10875,25000,"$100,000+",FALSE
10876,15000,"$50,000-74,999",FALSE
10877,7000,"$50,000-74,999",TRUE
10878,15000,"$50,000-74,999",TRUE
10879,10000,"$75,000-99,999",FALSE
10880,2000,"$25,000-49,999",FALSE
10881,15000,"$25,000-49,999",FALSE
10882,8000,"$25,000-49,999",TRUE
10883,15000,"$100,000+",TRUE
10884,10000,"$50,000-74,999",TRUE
10885,4000,"$50,000-74,999",FALSE
10886,4000,"$25,000-49,999",FALSE
10887,12000,"$50,000-74,999",FALSE
10888,5000,"$50,000-74,999",TRUE
10889,25000,"$100,000+",TRUE
10891,3000,"$1-24,999",FALSE
10892,10000,"$100,000+",FALSE
10893,15000,"$75,000-99,999",TRUE
10894,4500,"$75,000-99,999",TRUE
10895,2000,"$1-24,999",FALSE
10896,3000,"$50,000-74,999",TRUE
10897,15000,"$100,000+",TRUE
10899,4000,"$50,000-74,999",TRUE
10900,25000,"$100,000+",TRUE
10901,15000,"$100,000+",TRUE
10902,6000,"$1-24,999",FALSE
10903,2000,"$25,000-49,999",TRUE
10904,4000,"$75,000-99,999",TRUE
10905,9999,"$25,000-49,999",FALSE
10906,15000,"$100,000+",TRUE
10907,3000,"$50,000-74,999",TRUE
10908,2000,"$25,000-49,999",FALSE
10909,15500,"$75,000-99,999",TRUE
10910,4000,"$1-24,999",FALSE
10911,6000,"$50,000-74,999",TRUE
10912,15000,"$25,000-49,999",TRUE
10913,7500,"$1-24,999",TRUE
10914,3500,"$75,000-99,999",TRUE
10915,2500,"$1-24,999",FALSE
10916,10000,"$1-24,999",FALSE
10917,15000,"$75,000-99,999",TRUE
10918,2000,"$1-24,999",FALSE
10919,20500,"$75,000-99,999",FALSE
10920,6000,"$100,000+",FALSE
10921,6500,"$25,000-49,999",FALSE
10922,4000,"$50,000-74,999",TRUE
10923,7500,"$75,000-99,999",TRUE
10924,4000,"$75,000-99,999",FALSE
10925,25000,"$100,000+",TRUE
10926,1200,"$1-24,999",FALSE
10927,1000,"$50,000-74,999",FALSE
10928,3500,"$50,000-74,999",FALSE
10929,4500,"$25,000-49,999",FALSE
10930,3000,"$50,000-74,999",FALSE
10931,1000,"$50,000-74,999",TRUE
10932,2000,"$25,000-49,999",TRUE
10933,12000,"$50,000-74,999",FALSE
10934,25000,"$75,000-99,999",TRUE
10935,7500,"$50,000-74,999",TRUE
10936,5000,"$75,000-99,999",TRUE
10937,1000,"$1-24,999",FALSE
10938,8900,"$75,000-99,999",FALSE
10939,7500,"$50,000-74,999",TRUE
10940,4000,"$50,000-74,999",TRUE
10941,3000,"$75,000-99,999",TRUE
10942,9000,"$50,000-74,999",FALSE
10943,18950,"$50,000-74,999",TRUE
10945,6500,"$50,000-74,999",TRUE
10946,4000,"$1-24,999",FALSE
10947,8500,"$50,000-74,999",FALSE
10948,7000,"$25,000-49,999",FALSE
10949,20000,"$100,000+",FALSE
10951,5000,"$1-24,999",TRUE
10952,8000,"$25,000-49,999",FALSE
10953,2500,"$1-24,999",TRUE
10954,25000,"$50,000-74,999",FALSE
10955,4500,"$25,000-49,999",FALSE
10956,15000,"$100,000+",TRUE
10957,4000,"$1-24,999",TRUE
10958,10000,"$25,000-49,999",FALSE
10959,10000,"$25,000-49,999",TRUE
10960,2000,$0,FALSE
10961,12000,"$100,000+",FALSE
10962,10000,"$25,000-49,999",FALSE
10963,15000,"$50,000-74,999",TRUE
10964,2000,"$1-24,999",TRUE
10965,10000,"$100,000+",TRUE
10966,35000,"$100,000+",TRUE
10967,4000,"$50,000-74,999",FALSE
10968,16000,"$100,000+",TRUE
10969,5500,"$25,000-49,999",FALSE
10970,4000,"$1-24,999",FALSE
10971,7500,"$25,000-49,999",FALSE
10972,15000,"$50,000-74,999",FALSE
10973,4000,"$25,000-49,999",FALSE
10974,3800,"$25,000-49,999",FALSE
10975,4000,"$25,000-49,999",TRUE
10976,25000,"$100,000+",FALSE
10978,2000,"$25,000-49,999",TRUE
10979,4000,"$75,000-99,999",FALSE
10980,5000,"$25,000-49,999",FALSE
10981,10000,"$25,000-49,999",FALSE
10982,2000,"$25,000-49,999",FALSE
10983,7000,"$50,000-74,999",TRUE
10984,7500,"$100,000+",TRUE
10986,9000,"$75,000-99,999",TRUE
10987,15000,"$25,000-49,999",FALSE
10988,15000,"$25,000-49,999",TRUE
10989,1200,"$1-24,999",FALSE
10990,4000,"$1-24,999",FALSE
10991,15000,"$50,000-74,999",TRUE
10992,11200,"$50,000-74,999",FALSE
10993,15000,"$50,000-74,999",TRUE
10994,8000,"$100,000+",TRUE
10995,13500,"$25,000-49,999",TRUE
10996,7000,"$100,000+",TRUE
10998,9500,"$50,000-74,999",TRUE
10999,4000,"$75,000-99,999",TRUE
11000,2500,"$25,000-49,999",FALSE
11001,10000,"$100,000+",TRUE
11002,2000,"$25,000-49,999",TRUE
11003,8500,$0,TRUE
11004,1000,"$25,000-49,999",FALSE
11006,3000,"$25,000-49,999",FALSE
11008,1000,"$1-24,999",FALSE
11009,9500,"$100,000+",TRUE
11010,6000,"$25,000-49,999",FALSE
11011,15000,"$50,000-74,999",TRUE
11013,4000,"$1-24,999",FALSE
11014,9000,"$25,000-49,999",TRUE
11015,15000,"$1-24,999",FALSE
11016,10000,"$25,000-49,999",TRUE
11017,20000,"$50,000-74,999",FALSE
11018,3000,"$50,000-74,999",FALSE
11019,1500,"$75,000-99,999",TRUE
11020,22000,"$100,000+",TRUE
11021,15000,"$100,000+",TRUE
11022,10000,"$100,000+",TRUE
11023,2000,"$50,000-74,999",FALSE
11025,1200,"$25,000-49,999",FALSE
11026,1500,"$100,000+",FALSE
11027,15000,"$50,000-74,999",FALSE
11028,4000,"$50,000-74,999",TRUE
11029,15000,"$100,000+",TRUE
11030,3000,"$1-24,999",FALSE
11031,15000,"$50,000-74,999",TRUE
11032,20000,"$100,000+",TRUE
11033,35000,"$100,000+",TRUE
11034,7000,"$25,000-49,999",FALSE
11035,4000,"$75,000-99,999",TRUE
11036,4999,"$25,000-49,999",FALSE
11037,9000,"$100,000+",TRUE
11038,3000,"$50,000-74,999",TRUE
11039,7000,"$50,000-74,999",FALSE
11040,4500,"$50,000-74,999",FALSE
11041,2000,"$25,000-49,999",FALSE
11042,5000,"$50,000-74,999",FALSE
11043,2200,"$75,000-99,999",TRUE
11044,10000,"$75,000-99,999",TRUE
11045,11000,"$50,000-74,999",FALSE
11046,4000,"$50,000-74,999",FALSE
11047,11000,"$100,000+",TRUE
11048,7500,"$25,000-49,999",FALSE
11049,10000,"$50,000-74,999",FALSE
11050,4000,"$50,000-74,999",FALSE
11051,9375,"$75,000-99,999",FALSE
11052,4000,"$25,000-49,999",TRUE
11053,10000,"$25,000-49,999",TRUE
11054,1235,"$25,000-49,999",TRUE
11055,14000,"$50,000-74,999",TRUE
11056,5000,"$50,000-74,999",TRUE
11057,10000,"$75,000-99,999",TRUE
11058,2000,"$25,000-49,999",TRUE
11060,10000,"$25,000-49,999",FALSE
11062,2000,"$25,000-49,999",FALSE
11064,2000,"$25,000-49,999",FALSE
11065,5000,"$50,000-74,999",FALSE
11066,15000,"$75,000-99,999",TRUE
11067,13000,"$50,000-74,999",FALSE
11068,12500,"$50,000-74,999",FALSE
11069,4000,"$25,000-49,999",FALSE
11070,1350,"$25,000-49,999",FALSE
11071,20500,"$25,000-49,999",TRUE
11072,6500,"$100,000+",TRUE
11073,20000,"$50,000-74,999",TRUE
11075,4000,"$100,000+",TRUE
11076,10000,"$25,000-49,999",FALSE
11077,4000,"$100,000+",TRUE
11078,3500,"$25,000-49,999",TRUE
11079,10000,"$25,000-49,999",FALSE
11080,5500,"$75,000-99,999",TRUE
11081,13000,"$50,000-74,999",TRUE
11083,1000,"$1-24,999",FALSE
11085,2400,"$50,000-74,999",TRUE
11086,7000,"$75,000-99,999",FALSE
11087,7500,"$25,000-49,999",FALSE
11088,5000,"$50,000-74,999",TRUE
11089,4000,"$25,000-49,999",TRUE
11090,25000,"$100,000+",TRUE
11091,15000,"$75,000-99,999",TRUE
11093,4000,"$25,000-49,999",TRUE
11094,2000,"$1-24,999",FALSE
11095,3000,"$100,000+",TRUE
11096,9000,"$25,000-49,999",FALSE
11097,15000,"$75,000-99,999",FALSE
11098,23000,$0,FALSE
11099,20000,"$50,000-74,999",TRUE
11100,24000,"$75,000-99,999",TRUE
11101,10000,"$25,000-49,999",FALSE
11102,8402,"$25,000-49,999",FALSE
11103,20000,"$50,000-74,999",TRUE
11104,7500,"$1-24,999",FALSE
11105,17000,"$50,000-74,999",FALSE
11106,4500,"$25,000-49,999",TRUE
11108,11000,"$50,000-74,999",TRUE
11109,3000,"$25,000-49,999",TRUE
11110,1200,"$1-24,999",FALSE
11111,12000,"$50,000-74,999",TRUE
